customerID,signup_date,signup_cohort,plan,billing_cycle,mrr,lifetime_months,is_churned,num_addons,sso_enabled,cloud_backup,device_mgmt,priority_support,video_collab,media_library,acquisition_channel,cac,ltv_observed,ltv_estimated,ltv_cac_ratio,payback_months,gender,SeniorCitizen
2809-ZMYOQ,2022-05-21,2022-05,Business,Monthly,101.35,32,0,3,0,0,1,0,1,1,Referral,276.65,3334.9,4347.63,15.72,2.7,Female,0
6578-KRMAW,2022-05-21,2022-05,Business,Monthly,93.4,32,0,4,1,1,1,0,0,1,Referral,244.99,2979.3,3912.59,15.97,2.6,Male,0
8947-YRTDV,2022-05-22,2022-05,Business,Annual,94.8,32,0,4,1,1,1,0,0,1,Organic Search,136.23,3131.55,4078.83,29.94,1.4,Male,0
5222-IMUKT,2022-05-22,2022-05,Business,Monthly,91.05,32,0,2,0,0,0,0,1,1,Paid Search,602.18,2871.5,3781.31,6.28,6.6,Male,0
9750-BOOHV,2022-05-23,2022-05,Starter,Annual,30.15,32,0,1,1,0,0,0,0,0,Paid Social,660.18,927.65,1549.35,2.35,21.9,Female,0
4635-EJYPD,2022-05-23,2022-05,Starter,2-Year,18.95,32,0,0,0,0,0,0,0,0,Content,261.07,613.95,1004.7,3.85,13.8,Male,0
2325-WINES,2022-05-23,2022-05,Business,Annual,104.05,32,0,4,0,1,1,0,1,1,Referral,399.86,3416.85,4456.56,11.15,3.8,Female,0
9730-DRTMJ,2022-05-24,2022-05,Professional,Annual,72.8,32,0,3,1,0,0,1,1,0,Organic Search,171.14,2333.05,2871.15,16.78,2.4,Male,0
4883-QICIH,2022-05-25,2022-05,Professional,Monthly,69.75,32,1,0,0,0,0,0,0,0,Referral,232.22,2347.9,2347.9,10.11,3.3,Male,0
1730-ZMAME,2022-05-25,2022-05,Professional,Monthly,79.5,32,0,1,0,0,0,0,0,1,Paid Search,478.18,2665.0,3252.62,6.8,6.0,Female,1
8512-WIWYV,2022-05-27,2022-05,Starter,Annual,20.35,32,0,0,0,0,0,0,0,0,Organic Search,144.53,707.5,1127.12,7.8,7.1,Male,0
1641-RQDAY,2022-05-27,2022-05,Business,Monthly,100.4,32,0,3,0,1,0,0,1,1,Organic Search,233.69,3217.65,4220.89,18.06,2.3,Female,1
0484-FFVBJ,2022-05-27,2022-05,Professional,Annual,64.85,32,0,2,0,0,0,0,1,1,Paid Search,452.24,2010.95,2490.28,5.51,7.0,Male,0
8714-EUHJO,2022-05-31,2022-05,Business,Monthly,91.15,31,1,2,0,1,0,0,0,1,Organic Search,252.01,2995.45,2995.45,11.89,2.8,Female,0
3640-PHQXK,2022-06-01,2022-06,Business,Monthly,89.9,31,1,2,0,0,1,0,0,1,Content,303.14,2806.9,2806.9,9.26,3.4,Female,0
1550-EENBN,2022-06-01,2022-06,Business,Monthly,104.35,31,0,4,1,1,0,0,1,1,Referral,185.31,3205.6,4248.31,22.93,1.8,Female,0
3606-SBKRY,2022-06-02,2022-06,Professional,Annual,50.05,31,0,3,0,0,1,0,1,1,Paid Search,579.33,1523.4,1893.34,3.27,11.6,Male,0
5322-ZSMZY,2022-06-02,2022-06,Starter,2-Year,25.75,31,0,0,0,0,0,0,0,0,Organic Search,119.91,755.6,1286.57,10.73,4.7,Male,0
4673-KKSLS,2022-06-02,2022-06,Business,Monthly,87.6,31,0,3,1,0,1,1,0,0,Referral,109.11,2724.25,3599.58,32.99,1.2,Female,0
2455-USLMV,2022-06-03,2022-06,Business,Monthly,84.75,31,0,2,1,0,1,0,0,0,Paid Search,483.43,2613.4,3460.26,7.16,5.7,Female,0
4508-OEBEY,2022-06-03,2022-06,Professional,Annual,75.5,31,0,5,1,1,1,1,0,1,Paid Search,412.17,2424.45,2982.5,7.24,5.5,Male,0
6341-JVQGF,2022-06-04,2022-06,Business,Annual,81.15,31,0,5,1,0,1,1,1,1,Organic Search,195.68,2545.75,3356.63,17.15,2.4,Female,0
8914-RBTSB,2022-06-04,2022-06,Business,Monthly,93.8,31,1,3,0,1,1,0,1,0,Paid Search,646.43,3019.5,3019.5,4.67,6.9,Male,0
2603-HVKCG,2022-06-04,2022-06,Business,Monthly,101.4,31,0,4,0,1,1,0,1,1,Partnerships,1145.13,3143.65,4156.88,3.63,11.3,Male,0
2675-OTVVJ,2022-06-05,2022-06,Business,Monthly,89.45,31,0,2,1,0,0,0,1,0,Paid Social,544.95,2807.65,3701.47,6.79,6.1,Male,1
7813-ZGGAW,2022-06-05,2022-06,Business,Monthly,96.6,31,0,3,0,0,1,1,1,0,Organic Search,212.81,2877.95,3843.22,18.06,2.2,Male,1
5012-YSPJJ,2022-06-08,2022-06,Professional,Monthly,54.35,31,0,2,0,0,1,1,0,0,Paid Search,467.53,1647.0,2048.72,4.38,8.6,Male,0
8174-LNWMW,2022-06-08,2022-06,Starter,2-Year,20.9,31,0,0,0,0,0,0,0,0,Organic Search,160.0,689.35,1120.31,7.0,7.7,Female,0
5650-YLIBA,2022-06-08,2022-06,Business,Monthly,81.15,31,0,1,0,1,0,0,0,0,Paid Search,454.89,2640.55,3451.43,7.59,5.6,Male,0
7774-OJSXI,2022-06-09,2022-06,Business,Annual,103.45,31,1,4,0,1,1,0,1,1,Organic Search,111.59,3066.45,3066.45,27.48,1.1,Male,0
7036-ZZKBD,2022-06-10,2022-06,Professional,Monthly,66.4,31,0,3,0,0,1,1,0,1,Referral,201.79,2019.8,2510.59,12.44,3.0,Male,0
5136-RGMZO,2022-06-11,2022-06,Professional,Monthly,71.05,31,0,3,0,1,0,1,1,0,Organic Search,133.72,2168.15,2693.31,20.14,1.9,Male,0
4911-BANWH,2022-06-11,2022-06,Business,Monthly,86.55,31,1,1,0,0,0,0,1,0,Paid Social,704.97,2697.4,2697.4,3.83,8.1,Female,0
7869-ZYDST,2022-06-12,2022-06,Professional,Monthly,59.05,31,0,1,0,0,0,0,1,0,Organic Search,201.49,1882.8,2319.26,11.51,3.4,Male,0
5216-WASFJ,2022-06-12,2022-06,Business,Monthly,84.85,31,0,1,0,0,0,0,0,1,Referral,208.3,2633.4,3481.26,16.71,2.5,Female,1
6302-JGYRJ,2022-06-12,2022-06,Professional,Annual,79.45,31,1,4,0,1,0,1,1,1,Paid Search,542.52,2587.7,2587.7,4.77,6.8,Male,0
1855-AGAWH,2022-06-13,2022-06,Business,Annual,93.8,31,0,3,0,0,1,0,1,1,Organic Search,212.89,2939.8,3877.09,18.21,2.3,Male,0
6447-GORXK,2022-06-14,2022-06,Starter,Monthly,25.0,31,0,0,0,0,0,0,0,0,Paid Social,637.7,789.2,1304.7,2.05,25.5,Male,0
4183-WCSEP,2022-06-14,2022-06,Professional,Monthly,78.45,31,1,2,0,1,0,1,0,0,Partnerships,823.03,2435.15,2435.15,2.96,10.5,Male,0
2930-UOTMB,2022-06-14,2022-06,Professional,Monthly,65.25,31,1,3,1,0,1,1,0,0,Paid Search,286.22,1994.3,1994.3,6.97,4.4,Female,0
4926-UMJZD,2022-06-14,2022-06,Professional,Monthly,49.2,31,0,1,0,0,0,1,0,0,Paid Search,485.38,1498.55,1862.21,3.84,9.9,Female,0
3410-YOQBQ,2022-06-14,2022-06,Professional,2-Year,79.2,31,0,5,0,1,1,1,1,1,Paid Social,610.37,2497.2,3082.6,5.05,7.7,Female,0
5150-LJNSR,2022-06-15,2022-06,Business,Annual,98.05,31,0,3,1,0,1,0,1,0,Organic Search,172.64,3082.1,4061.85,23.53,1.8,Male,0
6933-VLYFX,2022-06-15,2022-06,Professional,Annual,59.95,31,0,5,1,0,1,1,1,1,Paid Search,481.91,1848.8,2291.92,4.76,8.0,Male,0
2245-ADZFJ,2022-06-15,2022-06,Business,2-Year,80.55,31,0,4,0,1,0,1,1,1,Organic Search,86.23,2471.6,3276.49,38.0,1.1,Female,0
4003-OCTMP,2022-06-15,2022-06,Professional,Annual,64.0,31,0,3,1,0,0,1,0,1,Organic Search,104.06,1910.75,2383.8,22.91,1.6,Female,0
1488-SYSFC,2022-06-15,2022-06,Starter,Monthly,20.65,31,0,0,0,0,0,0,0,0,Paid Search,370.52,702.05,1127.86,3.04,17.9,Male,0
3814-MLAXC,2022-06-16,2022-06,Professional,Monthly,79.85,31,1,1,0,0,0,1,0,0,Organic Search,185.01,2404.15,2404.15,12.99,2.3,Female,0
5480-XTFFL,2022-06-16,2022-06,Starter,2-Year,21.0,31,0,0,0,0,0,0,0,0,Organic Search,148.91,697.7,1130.72,7.59,7.1,Female,0
5898-IGSLP,2022-06-16,2022-06,Business,Monthly,89.3,31,0,3,1,0,1,1,0,0,Content,172.52,2823.0,3715.32,21.54,1.9,Male,0
2484-DGXPZ,2022-06-16,2022-06,Starter,Monthly,19.55,31,1,0,0,0,0,0,0,0,Organic Search,182.2,658.95,658.95,3.62,9.3,Female,0
6663-JOCQO,2022-06-16,2022-06,Professional,Annual,75.25,31,0,4,1,1,0,1,0,1,Content,253.55,2344.5,2900.7,11.44,3.4,Male,0
1254-IZEYF,2022-06-16,2022-06,Business,Monthly,99.95,31,1,3,0,1,0,0,1,1,Referral,127.02,3186.65,3186.65,25.09,1.3,Female,1
4077-CROMM,2022-06-17,2022-06,Business,Monthly,104.2,31,1,4,0,0,1,1,1,1,Partnerships,814.87,3243.45,3243.45,3.98,7.8,Female,0
6265-FRMTQ,2022-06-19,2022-06,Starter,2-Year,20.4,31,0,0,0,0,0,0,0,0,Paid Social,481.83,609.1,1029.75,2.14,23.6,Male,0
6486-LHTMA,2022-06-19,2022-06,Business,Annual,90.7,31,0,2,0,0,1,0,1,0,Paid Social,527.7,2835.5,3741.81,7.09,5.8,Female,1
4139-SUGLD,2022-06-20,2022-06,Starter,Monthly,35.4,31,1,2,1,0,0,1,0,0,Content,224.47,1077.5,1077.5,4.8,6.3,Male,0
2091-RFFBA,2022-06-20,2022-06,Professional,Monthly,73.9,31,1,0,0,0,0,0,0,0,Content,271.8,2217.15,2217.15,8.16,3.7,Female,1
7605-BDWDC,2022-06-20,2022-06,Professional,2-Year,49.85,31,0,4,1,1,0,1,0,1,Organic Search,166.52,1520.1,1888.56,11.34,3.3,Female,0
5325-UWTWJ,2022-06-21,2022-06,Business,Monthly,90.55,31,0,3,1,1,0,1,0,0,Referral,245.94,2929.75,3834.56,15.59,2.7,Male,0
8734-FNWVH,2022-06-21,2022-06,Professional,Monthly,59.7,31,0,1,0,0,0,0,0,1,Organic Search,122.02,1825.5,2266.77,18.58,2.0,Male,0
7954-MLBUN,2022-06-22,2022-06,Business,2-Year,99.45,31,0,4,0,0,1,1,1,1,Paid Search,408.6,3109.9,4103.64,10.04,4.1,Male,0
9518-IMLHK,2022-06-22,2022-06,Professional,Monthly,72.45,31,0,5,1,1,1,1,1,0,Organic Search,86.12,2156.25,2691.76,31.26,1.2,Male,0
0354-WYROK,2022-06-23,2022-06,Business,Monthly,98.9,31,1,4,0,0,1,1,1,1,Paid Social,590.56,2911.3,2911.3,4.93,6.0,Female,1
4701-MLJPN,2022-06-23,2022-06,Professional,Monthly,55.25,31,1,2,0,0,1,1,0,0,Content,278.35,1715.65,1715.65,6.16,5.0,Male,0
5899-OUVKV,2022-06-23,2022-06,Business,Monthly,94.5,31,0,3,0,1,0,0,1,1,Partnerships,539.01,2979.2,3923.48,7.28,5.7,Male,0
2040-OBMLJ,2022-06-24,2022-06,Business,Annual,81.7,31,0,1,0,0,0,1,0,0,Referral,323.57,2548.65,3365.03,10.4,4.0,Male,0
2486-WYVVE,2022-06-24,2022-06,Professional,Annual,79.3,31,0,4,0,0,1,1,1,1,Organic Search,226.64,2484.0,3070.14,13.55,2.9,Male,0
0410-IPFTY,2022-06-25,2022-06,Business,Monthly,83.85,31,0,2,0,1,0,0,0,1,Organic Search,153.19,2674.15,3512.01,22.93,1.8,Female,0
7328-OWMOM,2022-06-26,2022-06,Starter,Annual,20.1,31,0,0,0,0,0,0,0,0,Organic Search,179.57,589.25,1003.71,5.59,8.9,Female,0
4023-RTIQM,2022-06-26,2022-06,Professional,Annual,50.4,31,0,4,1,1,1,0,0,1,Paid Social,578.92,1580.1,1952.63,3.37,11.5,Female,1
8486-AYEQH,2022-06-26,2022-06,Professional,Monthly,76.05,31,0,0,0,0,0,0,0,0,Referral,312.79,2227.8,2789.92,8.92,4.1,Female,0
5692-ICXLW,2022-06-27,2022-06,Business,Monthly,90.7,31,0,2,0,1,0,0,1,0,Referral,268.47,2845.15,3751.46,13.97,3.0,Male,1
8819-IMISP,2022-06-27,2022-06,Business,Monthly,80.45,31,0,1,0,1,0,0,0,0,Content,191.4,2429.1,3232.99,16.89,2.4,Male,0
6360-SVNWV,2022-06-27,2022-06,Professional,Monthly,73.55,31,0,1,1,0,0,0,0,0,Paid Search,642.16,2094.65,2638.29,4.11,8.7,Female,1
5124-EOGYE,2022-06-27,2022-06,Starter,2-Year,20.45,31,0,0,0,0,0,0,0,0,Organic Search,167.58,638.55,1060.23,6.33,8.2,Male,0
9777-WJJPR,2022-06-27,2022-06,Business,Monthly,88.65,31,0,2,0,0,1,0,1,0,Organic Search,231.31,2683.2,3569.03,15.43,2.6,Male,0
6447-EGDIV,2022-06-27,2022-06,Starter,Annual,20.95,31,0,0,0,0,0,0,0,0,Paid Social,455.53,683.25,1115.24,2.45,21.7,Female,0
8496-DMZUK,2022-06-30,2022-06,Business,Annual,90.4,30,0,3,1,1,1,0,0,0,Organic Search,192.64,2820.65,3723.96,19.33,2.1,Male,0
1958-RNRKS,2022-07-01,2022-07,Professional,Monthly,49.9,30,0,0,0,0,0,0,0,0,Content,356.54,1441.95,1810.78,5.08,7.1,Male,0
2684-EIWEO,2022-07-02,2022-07,Business,Monthly,91.7,30,1,3,1,1,1,0,0,0,Organic Search,228.43,2758.15,2758.15,12.07,2.5,Female,1
2091-MJTFX,2022-07-03,2022-07,Professional,Monthly,51.2,30,1,3,0,0,0,1,1,1,Paid Search,498.78,1561.5,1561.5,3.13,9.7,Female,0
3370-GQEAL,2022-07-05,2022-07,Business,Monthly,85.45,30,0,1,0,0,0,0,1,0,Content,232.75,2509.95,3363.8,14.45,2.7,Male,0
6267-DCFFZ,2022-07-05,2022-07,Business,Monthly,90.05,30,0,2,0,1,0,0,1,0,Organic Search,253.87,2627.2,3527.02,13.89,2.8,Female,1
7748-UMTRK,2022-07-06,2022-07,Business,Monthly,101.3,30,0,3,0,0,0,1,1,1,Organic Search,112.11,2974.5,3986.73,35.56,1.1,Female,1
3280-MRDOF,2022-07-07,2022-07,Professional,2-Year,69.1,30,0,3,0,0,1,1,1,0,Paid Search,384.23,2093.9,2604.65,6.78,5.6,Male,1
0191-ZHSKZ,2022-07-07,2022-07,Professional,Monthly,74.75,30,0,4,1,1,0,0,1,1,Content,192.5,2111.3,2663.81,13.84,2.6,Male,1
4774-HHGGS,2022-07-07,2022-07,Starter,2-Year,19.05,30,0,0,0,0,0,0,0,0,Organic Search,103.98,637.55,1030.36,9.91,5.5,Male,0
1376-HHBDV,2022-07-08,2022-07,Professional,Monthly,48.8,30,0,1,1,0,0,0,0,0,Organic Search,55.37,1536.75,1897.45,34.27,1.1,Female,0
1421-HCERK,2022-07-08,2022-07,Business,Monthly,105.7,30,0,5,1,1,1,1,1,0,Organic Search,165.49,3181.8,4238.0,25.61,1.6,Male,1
6647-ZEDXT,2022-07-09,2022-07,Business,Annual,110.45,30,0,5,0,1,1,1,1,1,Partnerships,694.06,3327.05,4430.71,6.38,6.3,Female,0
4767-HZZHQ,2022-07-09,2022-07,Business,Monthly,82.05,30,0,2,0,1,1,0,0,0,Paid Social,644.08,2570.2,3390.08,5.26,7.8,Male,0
2925-MXLSX,2022-07-09,2022-07,Professional,Annual,68.95,30,0,3,0,1,1,0,1,0,Paid Search,508.3,2038.7,2548.34,5.01,7.4,Female,0
7305-ZWMAJ,2022-07-09,2022-07,Starter,Annual,20.7,30,0,0,0,0,0,0,0,0,Organic Search,131.05,587.1,1013.94,7.74,6.3,Male,0
0215-BQKGS,2022-07-09,2022-07,Business,Monthly,84.3,30,0,3,1,1,1,0,0,0,Organic Search,214.63,2438.6,3280.96,15.29,2.5,Male,0
2107-FBPTK,2022-07-09,2022-07,Business,Monthly,104.1,30,0,4,0,1,1,0,1,1,Partnerships,1039.11,3121.1,4161.31,4.0,10.0,Female,1
1821-BUCWY,2022-07-10,2022-07,Professional,2-Year,55.65,30,0,2,1,0,1,0,0,0,Referral,305.71,1653.85,2065.18,6.76,5.5,Male,0
0839-QNXME,2022-07-11,2022-07,Starter,2-Year,19.4,30,0,0,0,0,0,0,0,0,Organic Search,247.07,578.5,978.53,3.96,12.7,Female,0
4973-RLZVI,2022-07-11,2022-07,Professional,Annual,74.65,30,0,5,1,1,1,1,1,0,Organic Search,219.17,2308.6,2860.37,13.05,2.9,Female,0
1577-HKTFG,2022-07-11,2022-07,Starter,Monthly,19.65,30,1,0,0,0,0,0,0,0,Organic Search,143.24,655.85,655.85,4.58,7.3,Female,0
0096-FCPUF,2022-07-11,2022-07,Professional,Monthly,64.5,30,0,2,1,0,0,0,0,1,Content,165.87,1888.45,2365.2,14.26,2.6,Male,0
2475-MROZF,2022-07-12,2022-07,Business,Monthly,95.0,30,0,4,1,1,1,1,0,0,Paid Search,315.92,2852.4,3801.68,12.03,3.3,Male,0
1810-MVMAI,2022-07-13,2022-07,Professional,Monthly,67.6,30,0,4,1,1,1,1,0,0,Organic Search,186.46,2000.2,2499.86,13.41,2.8,Male,0
9574-RKJIF,2022-07-13,2022-07,Business,Monthly,94.4,30,1,3,1,1,0,0,1,0,Partnerships,838.66,2838.7,2838.7,3.38,8.9,Male,0
8080-POTJR,2022-07-13,2022-07,Professional,Annual,79.3,30,0,4,1,0,1,0,1,1,Content,214.32,2427.1,3013.24,14.06,2.7,Female,0
9554-DFKIC,2022-07-13,2022-07,Professional,Monthly,54.45,30,0,1,1,0,0,0,0,0,Paid Social,638.49,1588.7,1991.16,3.12,11.7,Male,0
6032-KRXXO,2022-07-13,2022-07,Business,Monthly,90.25,30,1,2,0,0,0,0,1,1,Partnerships,834.27,2755.35,2755.35,3.3,9.2,Male,0
1028-FFNJK,2022-07-14,2022-07,Business,Monthly,101.5,30,0,3,0,0,0,1,1,1,Partnerships,673.28,2917.65,3931.88,5.84,6.6,Male,1
3976-BWUCK,2022-07-14,2022-07,Business,Monthly,94.1,30,1,3,0,1,0,1,1,0,Organic Search,151.7,2804.45,2804.45,18.49,1.6,Female,0
3794-NFNCH,2022-07-15,2022-07,Professional,Monthly,50.0,30,0,1,0,0,1,0,0,0,Content,356.2,1474.9,1844.47,5.18,7.1,Male,0
4817-VYYWS,2022-07-15,2022-07,Business,Monthly,100.2,30,1,3,0,1,0,0,1,1,Content,285.17,2983.8,2983.8,10.46,2.8,Female,0
0942-KOWSM,2022-07-15,2022-07,Business,2-Year,80.8,30,0,5,0,1,1,1,1,1,Content,232.15,2369.3,3176.69,13.68,2.9,Female,0
1482-OXZSY,2022-07-15,2022-07,Business,Monthly,100.4,30,0,3,1,0,0,0,1,1,Paid Search,516.54,2936.25,3939.49,7.63,5.1,Male,0
4998-IKFSE,2022-07-16,2022-07,Business,Monthly,100.45,30,0,3,0,0,1,0,1,1,Referral,402.75,3096.9,4100.64,10.18,4.0,Female,0
4079-VTGLK,2022-07-16,2022-07,Professional,2-Year,74.85,30,0,3,0,0,1,0,1,1,Organic Search,188.14,2181.75,2735.0,14.54,2.5,Male,1
9600-UDOPK,2022-07-17,2022-07,Business,Monthly,94.05,30,1,2,0,0,0,0,1,1,Referral,350.24,2866.45,2866.45,8.18,3.7,Male,0
7061-OVMIM,2022-07-17,2022-07,Starter,Annual,19.55,30,0,0,0,0,0,0,0,0,Paid Social,434.37,608.5,1011.62,2.33,22.2,Female,0
2364-UFROM,2022-07-17,2022-07,Professional,Annual,70.4,30,0,4,1,1,0,1,1,0,Organic Search,190.53,2044.75,2565.11,13.46,2.7,Male,0
8812-ZRHFP,2022-07-18,2022-07,Business,Annual,86.45,30,0,2,0,0,1,0,0,1,Organic Search,210.66,2538.05,3401.89,16.15,2.4,Female,0
4811-JBUVU,2022-07-18,2022-07,Business,Monthly,89.9,30,0,2,0,0,0,1,0,1,Partnerships,734.07,2723.15,3621.47,4.93,8.2,Male,0
9667-EQRXU,2022-07-18,2022-07,Professional,Monthly,40.3,30,1,2,0,0,1,0,1,0,Referral,191.82,1172.95,1172.95,6.11,4.8,Female,1
5419-JKZNQ,2022-07-19,2022-07,Professional,Monthly,77.9,30,0,0,0,0,0,0,0,0,Paid Social,610.33,2351.45,2927.24,4.8,7.8,Male,1
5640-CAXOA,2022-07-19,2022-07,Professional,Annual,40.35,30,0,2,0,0,0,1,0,1,Referral,403.01,1187.05,1485.29,3.69,10.0,Female,0
0219-QAERP,2022-07-19,2022-07,Starter,Annual,19.8,30,0,0,0,0,0,0,0,0,Organic Search,157.86,576.65,984.93,6.24,8.0,Male,0
3373-DIUUN,2022-07-19,2022-07,Starter,2-Year,21.25,30,0,0,0,0,0,0,0,0,Partnerships,703.8,711.9,1150.08,1.63,33.1,Male,0
6609-MXJHJ,2022-07-20,2022-07,Starter,2-Year,25.1,30,0,0,0,0,0,0,0,0,Paid Social,436.44,789.55,1307.11,2.99,17.4,Female,0
4459-BBGHE,2022-07-20,2022-07,Professional,Monthly,44.5,30,0,2,0,0,0,0,1,1,Organic Search,196.49,1307.8,1636.72,8.33,4.4,Male,0
7776-QWNFX,2022-07-20,2022-07,Professional,Monthly,50.4,30,1,1,0,1,0,0,0,0,Organic Search,58.13,1527.5,1527.5,26.28,1.2,Male,1
6635-MYYYZ,2022-07-21,2022-07,Business,Annual,85.35,30,1,6,1,1,1,1,1,1,Partnerships,793.2,2530.4,2530.4,3.19,9.3,Female,0
5060-TQUQN,2022-07-21,2022-07,Business,Monthly,83.55,30,0,2,0,1,0,1,0,0,Organic Search,68.22,2570.2,3405.06,49.91,0.8,Male,0
0730-KOAVE,2022-07-21,2022-07,Business,Monthly,94.3,30,0,3,1,1,0,0,0,1,Content,212.67,2679.7,3621.98,17.03,2.3,Male,0
6440-DKQGE,2022-07-22,2022-07,Professional,Annual,64.5,30,0,3,0,1,1,0,1,0,Paid Search,535.96,1929.95,2406.7,4.49,8.3,Male,0
4248-HCETZ,2022-07-23,2022-07,Professional,Monthly,79.65,30,1,2,0,1,1,0,0,0,Organic Search,185.13,2365.15,2365.15,12.78,2.3,Male,1
1270-XKUCC,2022-07-23,2022-07,Starter,2-Year,19.7,30,0,0,0,0,0,0,0,0,Organic Search,177.89,599.25,1005.47,5.65,9.0,Female,0
1552-AAGRX,2022-07-23,2022-07,Business,Monthly,106.4,30,0,4,1,0,0,1,1,1,Referral,318.46,3211.9,4275.09,13.42,3.0,Female,0
9647-ERGBE,2022-07-23,2022-07,Business,Monthly,100.05,30,1,3,0,0,1,0,1,1,Organic Search,116.35,3046.15,3046.15,26.18,1.2,Female,0
6874-SGLHU,2022-07-23,2022-07,Business,Annual,97.0,30,0,3,0,1,0,0,1,1,Paid Social,723.94,3021.3,3990.56,5.51,7.5,Male,0
6754-WKSHP,2022-07-24,2022-07,Starter,Annual,25.35,30,0,0,0,0,0,0,0,0,Paid Search,410.38,723.3,1246.02,3.04,16.2,Male,0
6741-EGCBI,2022-07-24,2022-07,Business,Monthly,90.5,30,0,2,1,0,0,0,0,1,Partnerships,1083.12,2595.85,3500.16,3.23,12.0,Male,1
0524-IAVZO,2022-07-24,2022-07,Business,Monthly,85.0,30,1,1,0,0,0,0,0,1,Organic Search,167.62,2624.25,2624.25,15.66,2.0,Female,0
7927-AUXBZ,2022-07-24,2022-07,Business,Monthly,85.15,30,1,2,0,0,0,1,1,0,Partnerships,773.62,2555.9,2555.9,3.3,9.1,Female,0
8800-ZKRFW,2022-07-24,2022-07,Business,Monthly,107.5,30,0,5,0,1,1,1,1,1,Paid Search,428.97,3242.5,4316.68,10.06,4.0,Female,0
4641-FROLU,2022-07-25,2022-07,Starter,2-Year,19.3,30,0,0,0,0,0,0,0,0,Content,193.16,602.9,1000.87,5.18,10.0,Female,0
7026-YMSBE,2022-07-25,2022-07,Starter,Annual,19.7,30,0,0,0,0,0,0,0,0,Organic Search,273.21,625.05,1031.27,3.77,13.9,Male,0
5018-LXQQG,2022-07-26,2022-07,Professional,Monthly,66.3,30,0,3,1,0,0,1,0,1,Paid Social,474.47,1923.5,2413.55,5.09,7.2,Female,0
8845-LWKGE,2022-07-26,2022-07,Professional,Annual,64.5,30,0,3,0,0,1,1,1,0,Organic Search,139.03,1985.15,2461.9,17.71,2.2,Female,0
8294-UIMBA,2022-07-26,2022-07,Business,Annual,94.4,30,0,3,0,0,0,1,1,1,Partnerships,809.16,2638.1,3581.38,4.43,8.6,Female,0
6865-JZNKO,2022-07-27,2022-07,Professional,Monthly,55.3,30,0,2,1,1,0,0,0,0,Content,168.85,1530.6,1939.35,11.49,3.1,Female,0
6543-XRMYR,2022-07-27,2022-07,Business,Monthly,99.7,30,1,3,0,1,0,0,1,1,Organic Search,204.01,2967.35,2967.35,14.55,2.0,Female,1
1137-DGOWI,2022-07-27,2022-07,Professional,Annual,70.25,30,0,4,0,1,1,1,0,1,Paid Social,641.52,2198.9,2718.15,4.24,9.1,Female,0
2692-BUCFV,2022-07-31,2022-07,Business,Monthly,101.45,29,0,4,0,1,1,0,1,1,Partnerships,889.85,2948.6,3962.33,4.45,8.8,Male,1
5046-NUHWD,2022-07-31,2022-07,Professional,Monthly,45.0,29,0,3,1,0,1,0,0,1,Paid Search,419.36,1228.65,1561.26,3.72,9.3,Female,1
4709-LKHYG,2022-07-31,2022-07,Starter,Annual,20.0,29,0,0,0,0,0,0,0,0,Organic Search,208.23,540.05,952.45,4.57,10.4,Female,0
8681-ICONS,2022-07-31,2022-07,Starter,Monthly,20.65,29,0,0,0,0,0,0,0,0,Paid Social,545.89,654.85,1080.66,1.98,26.4,Male,0
3016-KSVCP,2022-08-01,2022-08,Starter,Monthly,33.75,29,0,1,0,0,0,0,1,0,Partnerships,831.02,1009.25,1705.18,2.05,24.6,Male,0
0076-LVEPS,2022-08-01,2022-08,Professional,Monthly,45.0,29,0,4,1,1,1,1,0,0,Paid Social,670.14,1242.45,1575.06,2.35,14.9,Male,0
3565-UNOCC,2022-08-01,2022-08,Business,Monthly,99.05,29,1,3,0,0,1,0,1,1,Organic Search,170.68,2952.85,2952.85,17.3,1.7,Female,1
3014-WJKSM,2022-08-02,2022-08,Professional,Monthly,75.3,29,0,1,0,0,1,0,0,0,Referral,263.36,2263.4,2819.97,10.71,3.5,Male,0
3312-ZWLGF,2022-08-02,2022-08,Professional,Monthly,79.3,29,0,1,0,0,0,1,0,0,Organic Search,240.65,2414.55,3000.69,12.47,3.0,Male,1
5766-XQXMQ,2022-08-02,2022-08,Professional,Monthly,68.85,29,1,4,1,1,1,0,0,1,Paid Social,553.35,1970.5,1970.5,3.56,8.0,Female,0
4902-OHLSK,2022-08-03,2022-08,Business,Monthly,98.65,29,1,3,0,0,0,1,1,1,Partnerships,512.76,2862.75,2862.75,5.58,5.2,Female,1
4903-CNOZC,2022-08-03,2022-08,Professional,Annual,70.9,29,0,3,0,1,1,0,0,1,Referral,401.6,1964.6,2488.65,6.2,5.7,Male,0
6897-UUBNU,2022-08-04,2022-08,Business,Monthly,89.65,29,0,3,0,1,0,1,1,0,Paid Social,602.64,2623.65,3519.47,5.84,6.7,Male,0
7016-NVRIC,2022-08-04,2022-08,Business,Annual,90.1,29,0,3,1,0,1,0,0,1,Referral,80.89,2656.7,3557.02,43.97,0.9,Male,1
2476-YGEFM,2022-08-04,2022-08,Professional,Monthly,76.0,29,0,0,0,0,0,0,0,0,Organic Search,136.3,2215.25,2777.0,20.37,1.8,Female,0
